ID,Form_ID,Cognateset_ID,Morph_Index
823,3-a957a3153eb7126b1c5f8b6aac35de53-13962,55900,1
824,4-a957a3153eb7126b1c5f8b6aac35de53-16101,55900,1
825,79-d35c101d2201aa1b6f6e9498f504f47e-70315,55900,1
826,80-d35c101d2201aa1b6f6e9498f504f47e-71521,55900,1
827,74-84cdc76cabf41bd7c961f6ab12f117d8-59864,55901,0
828,1-84cdc76cabf41bd7c961f6ab12f117d8-9976,55901,1
829,2-84cdc76cabf41bd7c961f6ab12f117d8-11500,55901,1
830,3-84cdc76cabf41bd7c961f6ab12f117d8-13065,55901,1
831,4-84cdc76cabf41bd7c961f6ab12f117d8-16200,55901,1
832,72-84cdc76cabf41bd7c961f6ab12f117d8-59278,55901,1
833,80-b97fa4b966d0df27f85fb66e7a21e49c-71620,55901,1
834,79-b97fa4b966d0df27f85fb66e7a21e49c-68167,55901,2
835,2-5144abbeb84239f038276f8e36b2251d-15787,55902,0
836,1-748673b031c2bae806c0c9fdd87942ac-9812,55902,1
837,4-5144abbeb84239f038276f8e36b2251d-16294,55902,1
838,79-5144abbeb84239f038276f8e36b2251d-69800,55902,1
839,80-5144abbeb84239f038276f8e36b2251d-71714,55902,1
840,4-6f374060aebf4d4f9a846337dd989c5a-16201,55903,0
841,79-6f374060aebf4d4f9a846337dd989c5a-69010,55903,0
842,80-6f374060aebf4d4f9a846337dd989c5a-71621,55903,0
843,3-6f374060aebf4d4f9a846337dd989c5a-13492,55903,1
844,79-324a7590a91adf962f9b2a1d4ddaa6c9-69676,55904,0
845,3-be90b9955c92e18aca64cdbbb9be858f-13775,55904,2
846,1-6e578ced8620311c061ee588b4a74f67-15318,55904,2
847,2-6e578ced8620311c061ee588b4a74f67-15689,55904,2
848,4-6e578ced8620311c061ee588b4a74f67-16272,55904,2
849,80-324a7590a91adf962f9b2a1d4ddaa6c9-71692,55904,2
850,2-a557264a7d6c783f6fb57fb7d0b9d6b0-12330,55905,1
851,4-a557264a7d6c783f6fb57fb7d0b9d6b0-16046,55905,1
852,79-ce0eac42fa03e3aec67b8f11857c8380-70121,55905,1
853,80-ce0eac42fa03e3aec67b8f11857c8380-71466,55905,1
854,4-e7a80f49aaf2f65de93dfa4bf552285d-16299,55906,1
855,80-e7a80f49aaf2f65de93dfa4bf552285d-71719,55906,1
856,2-e7a80f49aaf2f65de93dfa4bf552285d-11463,55906,3
857,1-22aadb26447d87b550b155a4d764fad0-10753,55907,1
858,3-22aadb26447d87b550b155a4d764fad0-13881,55907,1
859,4-22aadb26447d87b550b155a4d764fad0-14248,55907,1
860,79-06b10be047fb6cd3c3dfc57927ed7363-69671,55907,1
861,80-06b10be047fb6cd3c3dfc57927ed7363-70995,55907,1
862,2-22aadb26447d87b550b155a4d764fad0-15624,55907,2
863,72-573ce5969e9884d49d4fab77b09a306a-59358,55908,0
864,73-573ce5969e9884d49d4fab77b09a306a-59778,55908,0
865,2-99de1be1bf660f88e237ef4490d52fcc-11175,55908,1
866,3-a120d781b911daa000fdc6843a933b35-12737,55908,1
867,13-573ce5969e9884d49d4fab77b09a306a-15101,55908,1
868,75-573ce5969e9884d49d4fab77b09a306a-60324,55908,1
869,3-ab309313142df64b0c8a000f1c11a12e-12890,55909,1
870,1-ab309313142df64b0c8a000f1c11a12e-15218,55909,2
871,2-ab309313142df64b0c8a000f1c11a12e-15745,55909,2
872,4-ab309313142df64b0c8a000f1c11a12e-16077,55909,2
873,73-ab309313142df64b0c8a000f1c11a12e-59790,55909,2
874,75-3189934774aa880fa7fbf8da8f9e446d-60327,55909,2
875,79-ab309313142df64b0c8a000f1c11a12e-68381,55909,2
876,80-ab309313142df64b0c8a000f1c11a12e-71497,55909,2
877,3-f3f1e19bebcc591ae51d97c59abab647-13379,55910,1
878,1-660a727423391d21d452f91543f4731b-15155,55910,1
879,2-660a727423391d21d452f91543f4731b-15637,55910,1
880,4-660a727423391d21d452f91543f4731b-15965,55910,1
881,72-f3f1e19bebcc591ae51d97c59abab647-59503,55910,1
882,74-f3f1e19bebcc591ae51d97c59abab647-60120,55910,1
883,79-c93ea60d3baab5ff97458de9d55230ae-70435,55910,1
884,80-c93ea60d3baab5ff97458de9d55230ae-71385,55910,1
885,10-608f0b988db4a96066af7dd8870de96c-14916,55912,0
886,11-608f0b988db4a96066af7dd8870de96c-14977,55912,0
887,12-608f0b988db4a96066af7dd8870de96c-15037,55912,0
888,72-608f0b988db4a96066af7dd8870de96c-59383,55912,0
889,3-608f0b988db4a96066af7dd8870de96c-13336,55912,1
890,13-608f0b988db4a96066af7dd8870de96c-15097,55912,1
891,1-608f0b988db4a96066af7dd8870de96c-15238,55912,1
892,4-608f0b988db4a96066af7dd8870de96c-16006,55912,1
893,79-1842dd94d9504ebeddc1edd15812210a-68494,55912,1
894,80-1842dd94d9504ebeddc1edd15812210a-71426,55912,1
895,2-608f0b988db4a96066af7dd8870de96c-15897,55912,2
896,1-5edfeb1b4cf199674e825e8a1f521080-9570,55915,1
897,4-e89196f1cb52069efe1f4bf0942bcb7f-16175,55915,1
898,79-15fe02ff8ac1e401f0cc4f296144badb-68453,55915,1
899,80-15fe02ff8ac1e401f0cc4f296144badb-71595,55915,1
900,1-58fe895084037c202da7dae31e14fff4-9803,55916,2
901,2-58fe895084037c202da7dae31e14fff4-11323,55916,2
902,4-731b886d80d2ea138da54d30f43b2005-14069,55916,2
903,80-731b886d80d2ea138da54d30f43b2005-70816,55916,2
904,4-7b94ee8b0b34a64ae6947d5fbaba07a5-16180,55917,0
905,80-7b94ee8b0b34a64ae6947d5fbaba07a5-71600,55917,0
906,1-7b94ee8b0b34a64ae6947d5fbaba07a5-15363,55917,1
907,4-8812662dcf3e5db0247c0f85909363fc-16189,55918,0
908,80-8812662dcf3e5db0247c0f85909363fc-71609,55918,0
909,1-8812662dcf3e5db0247c0f85909363fc-10234,55918,1
910,2-8812662dcf3e5db0247c0f85909363fc-11751,55918,1
911,75-0b18a3d7b9c43ff1750d2baa4606b8d0-60307,55919,0
912,1-dc0590b39b0b51117935b6a527e04951-9623,55919,1
913,3-dc0590b39b0b51117935b6a527e04951-12680,55919,1
914,4-0b18a3d7b9c43ff1750d2baa4606b8d0-16210,55919,1
915,79-479e1fdaca523d28c8e9478d039f9231-70354,55919,1
916,80-479e1fdaca523d28c8e9478d039f9231-71630,55919,1
917,3-e840b644a24c36156af59b8266187f6e-13757,55920,1
918,1-e2a7106f1cc8bb1e1318df70aa0a3540-15265,55920,1
919,4-e2a7106f1cc8bb1e1318df70aa0a3540-16306,55920,1
920,80-e2a7106f1cc8bb1e1318df70aa0a3540-71726,55920,1
921,2-e2a7106f1cc8bb1e1318df70aa0a3540-12177,55920,2
922,74-96f223040672ea79c655dceda08e0830-60180,55921,0
923,72-96f223040672ea79c655dceda08e0830-59564,55921,1
924,4-96f223040672ea79c655dceda08e0830-14087,55921,2
925,80-96f223040672ea79c655dceda08e0830-70834,55921,2
926,3-b5d1d3e1b9a0337a516e23c533f1a8ac-13767,55921,3
927,4-c02b7d24a066adb747fdeb12deb21bfa-16292,55922,0
928,80-c02b7d24a066adb747fdeb12deb21bfa-71712,55922,0
929,2-c02b7d24a066adb747fdeb12deb21bfa-11360,55922,1
930,3-c02b7d24a066adb747fdeb12deb21bfa-12912,55922,1
931,1-15dc8bed4e380a261b7794769b97a74d-10466,55923,1
932,4-15dc8bed4e380a261b7794769b97a74d-16053,55923,1
933,80-15dc8bed4e380a261b7794769b97a74d-71473,55923,1
934,75-81e047aa9039b5428b6d6f5c440f4670-60308,55924,0
935,1-81e047aa9039b5428b6d6f5c440f4670-10826,55924,1
936,2-81e047aa9039b5428b6d6f5c440f4670-12367,55924,1
937,3-81e047aa9039b5428b6d6f5c440f4670-13969,55924,1
938,4-81e047aa9039b5428b6d6f5c440f4670-14392,55924,1
939,80-81e047aa9039b5428b6d6f5c440f4670-71139,55924,1
940,4-e7efda40b1c94805070cd9bf9638ae27-14225,55925,2
941,80-e7efda40b1c94805070cd9bf9638ae27-70972,55925,2
942,2-e7efda40b1c94805070cd9bf9638ae27-11178,55925,3
943,3-e7efda40b1c94805070cd9bf9638ae27-12809,55925,3
944,1-bc9bf7bb6c4ab8d0daf374963110f4a7-10699,55926,1
945,2-bc9bf7bb6c4ab8d0daf374963110f4a7-12223,55926,1
946,4-8641b98f2a2012e591be46c163093892-16311,55926,2
947,80-8641b98f2a2012e591be46c163093892-71731,55926,2
948,1-3fdcd15938a77c4b3bbb9b0a09ab1705-10833,55927,2
949,3-3fdcd15938a77c4b3bbb9b0a09ab1705-13978,55927,2
950,4-34930e43ca8f16b465bafe08beb93ef5-15921,55927,2
951,80-34930e43ca8f16b465bafe08beb93ef5-71341,55927,2
952,72-d0dbe915091d400bd8ee7f27f0791303-59549,55928,0
953,74-d0dbe915091d400bd8ee7f27f0791303-60165,55928,0
954,1-f7ce2cee5e399be357443ff5b94fd40a-9567,55928,1
955,2-97888bd8409c676579dcb985328ec898-11079,55928,1
956,3-68abd34b9aee85daf6f8a2c69f2292be-12619,55928,1
957,4-7bd3d5f5b3cdb13aed632121206e729c-15954,55928,1
958,80-7bd3d5f5b3cdb13aed632121206e729c-71374,55928,1
959,12-b068931cc450442b63f5b3d276ea4297-15057,55929,0
960,1-b068931cc450442b63f5b3d276ea4297-10235,55929,1
961,2-b068931cc450442b63f5b3d276ea4297-11752,55929,1
962,3-b068931cc450442b63f5b3d276ea4297-13321,55929,1
963,10-b068931cc450442b63f5b3d276ea4297-14936,55929,1
964,11-b068931cc450442b63f5b3d276ea4297-14997,55929,1
965,13-b068931cc450442b63f5b3d276ea4297-15117,55929,1
966,4-b068931cc450442b63f5b3d276ea4297-15961,55929,1
967,73-b068931cc450442b63f5b3d276ea4297-59800,55929,1
968,75-b068931cc450442b63f5b3d276ea4297-60345,55929,1
969,80-d5d3db1765287eef77d7927cc956f50a-71381,55929,1
970,79-d5d3db1765287eef77d7927cc956f50a-69832,55929,2
971,1-900bc885d7553375aec470198a9514f3-9964,55930,1
972,2-900bc885d7553375aec470198a9514f3-11488,55930,1
973,3-900bc885d7553375aec470198a9514f3-13053,55930,1
974,10-900bc885d7553375aec470198a9514f3-14944,55930,1
975,11-900bc885d7553375aec470198a9514f3-15005,55930,1
976,12-900bc885d7553375aec470198a9514f3-15065,55930,1
977,4-a93b40ee88efe8b2c85f218b4303f473-16007,55930,1
978,72-900bc885d7553375aec470198a9514f3-59256,55930,1
979,74-900bc885d7553375aec470198a9514f3-59840,55930,1
980,75-aad90b33ae8438487a335352816edf66-60350,55930,1
981,79-900bc885d7553375aec470198a9514f3-70143,55930,1
982,80-900bc885d7553375aec470198a9514f3-71427,55930,1
983,74-945b93f37cd9aa702a7380756f44e36a-60181,55931,1
984,1-945b93f37cd9aa702a7380756f44e36a-10716,55931,2
985,4-945b93f37cd9aa702a7380756f44e36a-15937,55931,2
986,79-945b93f37cd9aa702a7380756f44e36a-70560,55931,2
987,80-945b93f37cd9aa702a7380756f44e36a-71357,55931,2
988,1-54c84b40e9ff5a31472904a0cd2f0a17-10672,55932,2
989,3-5298c8880cdda933d4a227543a94d14a-13771,55932,2
990,4-54c84b40e9ff5a31472904a0cd2f0a17-15964,55932,2
991,79-0441eed5a7728533a95874fcf6e31738-69802,55932,2
992,80-0441eed5a7728533a95874fcf6e31738-71384,55932,2
993,1-ac95ab07782ca0ea724b677443650bab-10260,55933,0
994,2-c0af77cf8294ff93a5cdb2963ca9f038-11776,55933,0
995,10-c0af77cf8294ff93a5cdb2963ca9f038-14951,55933,0
996,11-c0af77cf8294ff93a5cdb2963ca9f038-15012,55933,0
997,12-c0af77cf8294ff93a5cdb2963ca9f038-15072,55933,0
998,4-808ebea2513a7b99384b23c9309d0e95-16117,55933,0
999,72-c0af77cf8294ff93a5cdb2963ca9f038-59378,55933,0
1000,74-c0af77cf8294ff93a5cdb2963ca9f038-59967,55933,0
1001,75-c0af77cf8294ff93a5cdb2963ca9f038-60373,55933,0
1002,80-b0366b2d9ab3ce264b3e7189611cb741-71537,55933,0
1003,13-c0af77cf8294ff93a5cdb2963ca9f038-15131,55933,1
1004,79-b0366b2d9ab3ce264b3e7189611cb741-68832,55933,2
1005,2-d0763edaa9d9bd2a9516280e9044d885-10912,55934,1
1006,3-d0763edaa9d9bd2a9516280e9044d885-12451,55934,1
1007,10-d0763edaa9d9bd2a9516280e9044d885-14930,55934,1
1008,11-d0763edaa9d9bd2a9516280e9044d885-14991,55934,1
1009,12-d0763edaa9d9bd2a9516280e9044d885-15051,55934,1
1010,13-d0763edaa9d9bd2a9516280e9044d885-15111,55934,1
1011,4-d0763edaa9d9bd2a9516280e9044d885-15981,55934,1
1012,72-d0763edaa9d9bd2a9516280e9044d885-59310,55934,1
1013,74-d0763edaa9d9bd2a9516280e9044d885-59897,55934,1
1014,80-d0763edaa9d9bd2a9516280e9044d885-71401,55934,1
1015,1-e5d7cffe25654f7e3a1e334118c71549-10813,55935,2
1016,2-e5d7cffe25654f7e3a1e334118c71549-12354,55935,2
1017,4-e5d7cffe25654f7e3a1e334118c71549-14456,55935,2
1018,80-e5d7cffe25654f7e3a1e334118c71549-71203,55935,2
1019,1-3189934774aa880fa7fbf8da8f9e446d-9815,55936,1
1020,4-3189934774aa880fa7fbf8da8f9e446d-16155,55936,1
1021,79-029f3cdc8e35b052c7ab7c9f07df0d7e-68334,55936,1
1022,80-029f3cdc8e35b052c7ab7c9f07df0d7e-71575,55936,1
1023,2-3189934774aa880fa7fbf8da8f9e446d-11190,55936,2
1024,3-3189934774aa880fa7fbf8da8f9e446d-12886,55936,2
1025,73-3189934774aa880fa7fbf8da8f9e446d-59781,55936,2
1026,74-ec6d9c8953ab272295ec0469bbed59ab-59851,55937,0
1027,1-ec6d9c8953ab272295ec0469bbed59ab-10075,55937,1
1028,3-f06d36bf2973e6cc02551993e8eb6a04-13164,55937,1
1029,10-ec6d9c8953ab272295ec0469bbed59ab-14933,55937,1
1030,11-ec6d9c8953ab272295ec0469bbed59ab-14994,55937,1
1031,12-ec6d9c8953ab272295ec0469bbed59ab-15054,55937,1
1032,13-ec6d9c8953ab272295ec0469bbed59ab-15114,55937,1
1033,4-ec6d9c8953ab272295ec0469bbed59ab-16113,55937,1
1034,73-ec6d9c8953ab272295ec0469bbed59ab-59797,55937,1
1035,75-ec6d9c8953ab272295ec0469bbed59ab-60342,55937,1
1036,79-2d9a7b38a049d4693d2008e4594357ee-69836,55937,1
1037,80-2d9a7b38a049d4693d2008e4594357ee-71533,55937,1
1038,2-ec6d9c8953ab272295ec0469bbed59ab-11599,55937,2
1039,72-63a9f0ea7bb98050796b649e85481845-59379,55939,1
1040,2-63a9f0ea7bb98050796b649e85481845-11755,55939,2
1041,4-63a9f0ea7bb98050796b649e85481845-16015,55939,2
1042,75-63a9f0ea7bb98050796b649e85481845-60353,55939,2
1043,79-676a566ff12b8dcf952fe69a77d883f7-68442,55939,2
1044,80-676a566ff12b8dcf952fe69a77d883f7-71435,55939,2
1045,3-0a840ef45467fb3932dbf2c2896c5cbf-13176,55940,0
1046,10-0a840ef45467fb3932dbf2c2896c5cbf-14947,55940,0
1047,11-0a840ef45467fb3932dbf2c2896c5cbf-15008,55940,0
1048,74-0a840ef45467fb3932dbf2c2896c5cbf-59855,55940,0
1049,75-0a840ef45467fb3932dbf2c2896c5cbf-60364,55940,0
1050,1-0a840ef45467fb3932dbf2c2896c5cbf-10087,55940,1
1051,2-0a840ef45467fb3932dbf2c2896c5cbf-11611,55940,1
1052,12-0a840ef45467fb3932dbf2c2896c5cbf-15068,55940,1
1053,13-0a840ef45467fb3932dbf2c2896c5cbf-15127,55940,1
1054,4-0a840ef45467fb3932dbf2c2896c5cbf-16013,55940,1
1055,73-0a840ef45467fb3932dbf2c2896c5cbf-59818,55940,1
1056,80-6a39d7e8f826350f845f1e4cf0690f01-71433,55940,1
1057,79-6a39d7e8f826350f845f1e4cf0690f01-70242,55940,2
1058,3-4ca9d3dcd2b6843e62d75eb191887cf2-13045,55942,0
1059,4-4ca9d3dcd2b6843e62d75eb191887cf2-14107,55942,0
1060,72-cde2fde1fa1551a704d775ce2315915d-59292,55942,0
1061,74-cde2fde1fa1551a704d775ce2315915d-59878,55942,0
1062,80-4ca9d3dcd2b6843e62d75eb191887cf2-70854,55942,0
1063,1-0852a7f73ef0719a6c78fbb829bf6571-9830,55943,2
1064,2-df6e6b4a3c69c5355ac3957390b023e3-11191,55943,2
1065,3-bfe4f4fa496cc04da49354c39a928c7b-12901,55943,2
1066,4-e809cc608db249eaf1b13d564503dbca-15979,55943,2
1067,79-5c5a19004b1080479ea233fa43d1820a-68263,55943,2
1068,80-5c5a19004b1080479ea233fa43d1820a-71399,55943,2
1069,2-f1bdf5ed1d7ad7ede4e3809bd35644b0-10866,55944,1
1070,3-f1bdf5ed1d7ad7ede4e3809bd35644b0-12405,55944,1
1071,10-f1bdf5ed1d7ad7ede4e3809bd35644b0-14924,55944,1
1072,11-f1bdf5ed1d7ad7ede4e3809bd35644b0-14985,55944,1
1073,12-f1bdf5ed1d7ad7ede4e3809bd35644b0-15045,55944,1
1074,13-f1bdf5ed1d7ad7ede4e3809bd35644b0-15105,55944,1
1075,4-f1bdf5ed1d7ad7ede4e3809bd35644b0-15997,55944,1
1076,72-f1bdf5ed1d7ad7ede4e3809bd35644b0-59305,55944,1
1077,74-f1bdf5ed1d7ad7ede4e3809bd35644b0-59892,55944,1
1078,80-f1bdf5ed1d7ad7ede4e3809bd35644b0-71417,55944,1
1079,2-37c24a3158dc6f1aab7f6398e8cf5f70-11090,55945,1
1080,3-37c24a3158dc6f1aab7f6398e8cf5f70-12839,55945,1
1081,4-e5a9a10679949c1a56a91060625786a3-14233,55945,1
1082,10-37c24a3158dc6f1aab7f6398e8cf5f70-14943,55945,1
1083,11-37c24a3158dc6f1aab7f6398e8cf5f70-15004,55945,1
1084,12-37c24a3158dc6f1aab7f6398e8cf5f70-15064,55945,1
1085,13-37c24a3158dc6f1aab7f6398e8cf5f70-15123,55945,1
1086,73-37c24a3158dc6f1aab7f6398e8cf5f70-59812,55945,1
1087,74-37c24a3158dc6f1aab7f6398e8cf5f70-59956,55945,1
1088,75-37c24a3158dc6f1aab7f6398e8cf5f70-60358,55945,1
1089,79-37c24a3158dc6f1aab7f6398e8cf5f70-68225,55945,1
1090,80-37c24a3158dc6f1aab7f6398e8cf5f70-70980,55945,1
1091,10-de1b2a7baf7850243db71c4abd4e5a39-14945,55946,0
1092,11-de1b2a7baf7850243db71c4abd4e5a39-15006,55946,0
1093,12-de1b2a7baf7850243db71c4abd4e5a39-15066,55946,0
1094,4-de1b2a7baf7850243db71c4abd4e5a39-16110,55946,0
1095,74-de1b2a7baf7850243db71c4abd4e5a39-59912,55946,0
1096,2-de1b2a7baf7850243db71c4abd4e5a39-10957,55946,1
1097,79-874009492fa91f511e7e775ecfbc28d6-70248,55946,1
1098,80-874009492fa91f511e7e775ecfbc28d6-71530,55946,1
1099,1-ab389edaabf8d841f5719d0cf64006a3-10131,55947,1
1100,3-ab389edaabf8d841f5719d0cf64006a3-13221,55947,1
1101,4-ab389edaabf8d841f5719d0cf64006a3-15973,55947,1
1102,72-ab389edaabf8d841f5719d0cf64006a3-59454,55947,1
1103,74-ab389edaabf8d841f5719d0cf64006a3-60067,55947,1
1104,80-ab389edaabf8d841f5719d0cf64006a3-71393,55947,1
1105,3-9f05ab40dc98c76b5d15f7c2d7e171f8-13303,55948,0
1106,4-813f8ce580f276558ce9e5093468b1ab-14243,55948,0
1107,10-813f8ce580f276558ce9e5093468b1ab-14953,55948,0
1108,72-813f8ce580f276558ce9e5093468b1ab-59423,55948,0
1109,74-813f8ce580f276558ce9e5093468b1ab-60022,55948,0
1110,79-813f8ce580f276558ce9e5093468b1ab-70215,55948,0
1111,80-813f8ce580f276558ce9e5093468b1ab-70990,55948,0
1112,1-123402c04dcfb6625f688f771a5fc05d-10805,55949,1
1113,2-123402c04dcfb6625f688f771a5fc05d-12342,55949,1
1114,3-123402c04dcfb6625f688f771a5fc05d-13941,55949,1
1115,4-123402c04dcfb6625f688f771a5fc05d-16048,55949,1
1116,79-99665201de0ee012a6c7a4daa86a51ff-70029,55949,1
1117,80-99665201de0ee012a6c7a4daa86a51ff-71468,55949,1
1118,3-742929dcb631403d7c1c1efad2ca2700-12420,55950,0
1119,4-863e5f582e99730838f47c53e92767eb-16070,55950,0
1120,72-e811af40e80c396fb9dd59c45a1c9ce5-59319,55950,0
1121,74-e811af40e80c396fb9dd59c45a1c9ce5-59907,55950,0
1122,79-e811af40e80c396fb9dd59c45a1c9ce5-69051,55950,0
1123,80-e811af40e80c396fb9dd59c45a1c9ce5-71490,55950,0
1124,1-b9edbf3b72425b95c955cbb5878766fe-9372,55950,1
1125,2-b9edbf3b72425b95c955cbb5878766fe-10881,55950,1
1126,1-22af645d1859cb5ca6da0c484f1f37ea-10794,55951,1
1127,2-22af645d1859cb5ca6da0c484f1f37ea-12332,55951,1
1128,3-22af645d1859cb5ca6da0c484f1f37ea-13929,55951,1
1129,4-22af645d1859cb5ca6da0c484f1f37ea-15927,55951,1
1130,72-22af645d1859cb5ca6da0c484f1f37ea-59502,55951,1
1131,73-22af645d1859cb5ca6da0c484f1f37ea-59802,55951,1
1132,74-22af645d1859cb5ca6da0c484f1f37ea-60119,55951,1
1133,75-22af645d1859cb5ca6da0c484f1f37ea-60347,55951,1
1134,80-388e50b03bf2e4006fd5d55fd1bd5920-71347,55951,1
1135,79-388e50b03bf2e4006fd5d55fd1bd5920-68156,55951,3
1136,3-a5e8504a37e260afc9880f89c3c47232-13254,55952,1
1137,1-f62ea5a04cd663cce52bfaba9f3026fa-15523,55952,1
1138,4-f62ea5a04cd663cce52bfaba9f3026fa-16212,55952,1
1139,74-a18de8924ef791ea025df8b5c36ab15d-59884,55952,1
1140,79-fd386d820189a069a27851021f3237e8-68602,55952,1
1141,79-daffd55e1b8020c7a60a7b6e36afb775-69383,55952,1
1142,80-daffd55e1b8020c7a60a7b6e36afb775-71632,55952,1
1143,1-d508fe45cecaf653904a0e774084bb5c-10772,55953,1
1144,4-d508fe45cecaf653904a0e774084bb5c-16047,55953,1
1145,79-16c07a4f1d48175a2fbf725c0b35c3f4-69431,55953,1
1146,80-16c07a4f1d48175a2fbf725c0b35c3f4-71467,55953,1
1147,72-d508fe45cecaf653904a0e774084bb5c-59542,55953,2
1148,75-d508fe45cecaf653904a0e774084bb5c-60378,55953,2
1149,1-2cf182cef6230c07c5206f027db2af4e-9808,55954,1
1150,4-2cf182cef6230c07c5206f027db2af4e-15952,55954,1
1151,80-2cf182cef6230c07c5206f027db2af4e-71372,55954,1
1152,3-f3e6b791dbf9c5f343bc29e3f8f8b4c8-13563,55955,0
1153,4-4e026537a7d32360c5a22b7cb2e7f61a-14113,55955,0
1154,80-4e026537a7d32360c5a22b7cb2e7f61a-70860,55955,0
1155,2-4e026537a7d32360c5a22b7cb2e7f61a-11991,55955,1
1156,1-149603e6c03516362a8da23f624db945-10795,55956,1
1157,2-149603e6c03516362a8da23f624db945-12333,55956,1
1158,4-149603e6c03516362a8da23f624db945-14041,55956,1
1159,72-149603e6c03516362a8da23f624db945-59499,55956,1
1160,74-149603e6c03516362a8da23f624db945-60116,55956,1
1161,79-ce26f18c7327e4b89ada610dee8c99af-69889,55956,1
1162,80-ce26f18c7327e4b89ada610dee8c99af-70788,55956,1
1163,4-33c6c2397a1b079e903c474df792d0e2-14240,55957,1
1164,72-33c6c2397a1b079e903c474df792d0e2-59407,55957,1
1165,74-33c6c2397a1b079e903c474df792d0e2-60000,55957,1
1166,79-0c6c2e93985f3f7b6613a83ad45b6ad7-68310,55957,1
1167,80-0c6c2e93985f3f7b6613a83ad45b6ad7-70987,55957,1
1168,2-33c6c2397a1b079e903c474df792d0e2-15847,55957,2
1169,1-cb5786412becb979c90f606f25ad4b4f-9615,55958,0
1170,72-cb5786412becb979c90f606f25ad4b4f-59348,55958,0
1171,2-cb5786412becb979c90f606f25ad4b4f-11117,55958,1
1172,4-cb5786412becb979c90f606f25ad4b4f-14197,55958,1
1173,12-cb5786412becb979c90f606f25ad4b4f-15055,55958,1
1174,13-cb5786412becb979c90f606f25ad4b4f-15115,55958,1
1175,73-cb5786412becb979c90f606f25ad4b4f-59798,55958,1
1176,74-cb5786412becb979c90f606f25ad4b4f-59936,55958,1
1177,75-cb5786412becb979c90f606f25ad4b4f-60343,55958,1
1178,79-0f8129fb8d26f12edccd004379a13812-70438,55958,1
1179,80-0f8129fb8d26f12edccd004379a13812-70944,55958,1
1180,3-cb5786412becb979c90f606f25ad4b4f-12672,55958,2
1181,79-034261fb568b61d00652b9241e3f570c-68261,55958,2
1182,1-8325324b47e1e62a1c2998a640cbdc72-10742,55959,1
1183,2-8325324b47e1e62a1c2998a640cbdc72-12270,55959,1
1184,4-8325324b47e1e62a1c2998a640cbdc72-16084,55959,1
1185,80-8325324b47e1e62a1c2998a640cbdc72-71504,55959,1
1186,79-e8966bdc069adbcfcb915919f5c01031-68306,55960,1
1187,1-601fe8f98bd965659f49d986b56229f4-10091,55960,2
1188,3-967697183e094509a81bf34bd5d9f19c-12905,55960,2
1189,4-967697183e094509a81bf34bd5d9f19c-16156,55960,2
1190,80-e8966bdc069adbcfcb915919f5c01031-71576,55960,2
1191,1-a4010945e4bd924bc2a890a2effea0e6-10844,55961,2
1192,4-a4010945e4bd924bc2a890a2effea0e6-16184,55961,2
1193,80-a4010945e4bd924bc2a890a2effea0e6-71604,55961,2
1194,1-f50e6c3593d2dfc0f3f5420263dffdd0-10783,55962,1
1195,2-f50e6c3593d2dfc0f3f5420263dffdd0-12318,55962,1
1196,3-f50e6c3593d2dfc0f3f5420263dffdd0-13918,55962,1
1197,4-b303f19c35982f9ef8fe6ea4b75040be-14093,55962,1
1198,79-279e2634beeb87cc45a0cdbe0bf1a200-70091,55962,1
1199,80-279e2634beeb87cc45a0cdbe0bf1a200-70840,55962,1
1200,1-c0db7d4e3cbad2b18c767c659f448a11-10803,55963,1
1201,4-70807b4995a9cc336754970e8497fdf5-14435,55963,1
1202,79-dfad46f75bbcccd0fc9c5b285eba22df-69917,55963,1
1203,80-dfad46f75bbcccd0fc9c5b285eba22df-71182,55963,1
1204,2-c0db7d4e3cbad2b18c767c659f448a11-12340,55963,2
1205,3-c0db7d4e3cbad2b18c767c659f448a11-13939,55963,3
1206,1-7de39a4e4d3fba2d5845ecccb2efe8b9-9605,55964,0
1207,4-d832124e005651232af313575b210bc1-16081,55964,0
1208,80-d832124e005651232af313575b210bc1-71501,55964,0
1209,2-84582d4bbc54db2b8c6293fbe59591ea-11107,55964,1
1210,1-6867d0a9d4967ddd003dc9a0108e8ee0-10717,55965,1
1211,2-6867d0a9d4967ddd003dc9a0108e8ee0-12240,55965,1
1212,4-6867d0a9d4967ddd003dc9a0108e8ee0-16319,55965,1
1213,80-6867d0a9d4967ddd003dc9a0108e8ee0-71739,55965,1
1214,74-61b440f9a93d31c35c3e6de6dfa8cda9-60172,55967,0
1215,1-6bb9b0ae3bd5f416219b4fc514e01f7b-9597,55967,1
1216,2-61b440f9a93d31c35c3e6de6dfa8cda9-11101,55967,1
1217,3-390558d9fbfa5d491792841259d3dccb-12651,55967,1
1218,4-d702d98849f5aeb3267be78b434391d5-16823,55967,1
1219,79-ba0b4411a5b8e22caedcbfa565c7c4fd-69428,55967,1
1220,80-ba0b4411a5b8e22caedcbfa565c7c4fd-72243,55967,1
1221,1-5de560dfbd3111197969fd3b0e9f0d73-9672,55968,1
1222,2-5de560dfbd3111197969fd3b0e9f0d73-11158,55968,1
1223,3-d7b74a5e89b93a06b7fe2ecae368b3ab-12733,55968,1
1224,4-5de560dfbd3111197969fd3b0e9f0d73-16051,55968,1
